datum,georegion,entries
2022-06-17,BS,4
2022-06-18,BS,0
2022-06-19,BS,3
2022-06-20,BS,8
2022-06-21,BS,3
2022-06-22,BS,6
2022-06-23,BS,0
2022-06-24,BS,3
2022-06-25,BS,0
2022-06-26,BS,2
2022-06-27,BS,2
2022-06-28,BS,4
2022-06-29,BS,5
2022-06-30,BS,2
2022-04-03,FL,0
2021-04-09,LU,2
2021-06-22,VS,0
2021-05-16,CH,28
2021-06-30,SG,0
2021-05-17,CH,42
2021-05-18,CH,40
2022-01-09,AG,1
2022-01-10,AG,6
2021-06-23,VS,0
2021-06-24,VS,0
2021-06-25,VS,0
2021-06-26,VS,0
2020-02-24,FL,0
2020-02-25,FL,0
2020-02-26,FL,0
2020-02-27,FL,0
2020-02-28,FL,0
2020-02-29,FL,0
2020-03-01,FL,0
2020-03-02,FL,1
2020-03-03,FL,0
2020-03-04,FL,0
2020-03-05,FL,0
2020-03-06,FL,0
2020-03-07,FL,0
2020-03-08,FL,0
2020-03-09,FL,0
2020-03-10,FL,0
2020-03-11,FL,0
2020-03-12,FL,0
2020-03-13,FL,0
2020-03-14,FL,0
2020-03-15,FL,0
2020-03-16,FL,1
2020-03-17,FL,0
2020-03-18,FL,1
2020-03-19,FL,0
2020-03-20,FL,0
2020-03-21,FL,0
2020-03-22,FL,0
2020-03-23,FL,0
2020-03-24,FL,0
2020-03-25,FL,1
2020-03-26,FL,0
2020-03-27,FL,1
2020-03-28,FL,1
2020-03-29,FL,0
2020-03-30,FL,1
2020-04-01,FL,0
2020-04-02,FL,2
2020-04-03,FL,0
2020-04-04,FL,0
2020-04-05,FL,0
2020-04-06,FL,0
2020-04-07,FL,0
2020-04-08,FL,0
2020-04-09,FL,1
2020-04-10,FL,0
2020-04-11,FL,0
2020-04-12,FL,0
2020-04-13,FL,0
2020-04-14,FL,0
2020-04-15,FL,0
2020-04-16,FL,0
2020-04-17,FL,0
2020-04-18,FL,0
2020-04-20,FL,0
2020-04-21,FL,0
2020-04-22,FL,0
2020-04-24,FL,0
2020-04-25,FL,0
2020-04-26,FL,0
2020-04-27,FL,0
2020-04-28,FL,0
2020-04-29,FL,0
2020-04-30,FL,0
2020-05-01,FL,0
2020-05-02,FL,0
2020-05-03,FL,0
2020-05-04,FL,0
2020-05-05,FL,0
2020-05-06,FL,0
2020-05-07,FL,0
2020-05-08,FL,0
2020-05-09,FL,0
2020-05-10,FL,0
2020-05-11,FL,0
2020-05-12,FL,0
2020-05-13,FL,0
2020-05-16,FL,0
2020-05-17,FL,0
2020-05-18,FL,0
2020-05-19,FL,0
2020-05-20,FL,0
2020-05-21,FL,0
2020-05-22,FL,0
2020-05-23,FL,0
2020-05-24,FL,0
2020-05-25,FL,0
2020-05-26,FL,0
2020-05-27,FL,0
2020-05-28,FL,0
2020-05-29,FL,0
2020-05-30,FL,0
2020-05-31,FL,0
2020-06-01,FL,0
2020-06-02,FL,0
2020-06-03,FL,0
2020-06-04,FL,0
2020-06-05,FL,0
2020-06-06,FL,0
2020-06-07,FL,0
2020-06-08,FL,0
2020-06-09,FL,0
2020-06-10,FL,0
2020-06-11,FL,0
2020-06-12,FL,0
2020-06-13,FL,0
2020-06-14,FL,0
2020-06-15,FL,0
2020-06-16,FL,0
2020-06-17,FL,0
2020-06-18,FL,0
2020-06-19,FL,0
2020-06-20,FL,0
2020-06-21,FL,0
2020-06-27,FL,0
2020-06-28,FL,0
2020-06-29,FL,0
2020-06-30,FL,0
2020-07-01,FL,0
2020-07-05,FL,0
2020-07-06,FL,0
2020-07-07,FL,0
2020-07-08,FL,0
2020-07-09,FL,0
2020-07-10,FL,0
2020-07-11,FL,0
2020-07-12,FL,0
2020-07-13,FL,0
2020-07-14,FL,0
2020-07-15,FL,0
2020-07-16,FL,0
2020-07-17,FL,0
2020-07-18,FL,0
2020-07-19,FL,0
2020-07-21,FL,0
2020-07-22,FL,0
2020-07-23,FL,0
2020-07-24,FL,0
2020-07-25,FL,0
2020-07-26,FL,0
2020-07-27,FL,0
2020-07-28,FL,0
2020-07-29,FL,0
2020-07-30,FL,0
2020-07-31,FL,0
2020-08-01,FL,0
2020-08-02,FL,0
2020-08-03,FL,0
2020-08-04,FL,0
2020-08-05,FL,0
2020-08-06,FL,0
2020-08-07,FL,0
2020-08-08,FL,0
2020-08-09,FL,0
2020-08-10,FL,0
2020-08-12,FL,0
2020-08-13,FL,0
2020-08-14,FL,0
2020-08-15,FL,0
2020-08-18,FL,0
2020-08-19,FL,0
2020-08-20,FL,0
2020-08-21,FL,0
2020-08-22,FL,0
2020-08-23,FL,0
2020-08-24,FL,0
2020-08-25,FL,0
2020-08-26,FL,0
2020-08-27,FL,0
2020-08-28,FL,0
2020-08-29,FL,0
2020-08-30,FL,0
2020-08-31,FL,0
2020-09-01,FL,0
2020-09-02,FL,0
2020-09-03,FL,0
2020-09-04,FL,0
2020-09-05,FL,0
2020-09-06,FL,0
2020-09-07,FL,0
2020-09-08,FL,0
2020-09-09,FL,0
2020-09-10,FL,0
2020-09-11,FL,0
2020-09-12,FL,0
2020-09-13,FL,1
2020-09-14,FL,0
2020-09-15,FL,0
2020-09-16,FL,0
2020-09-17,FL,0
2020-09-18,FL,0
2020-09-19,FL,0
2020-09-20,FL,2
2020-09-21,FL,0
2020-09-22,FL,0
2020-09-23,FL,0
2020-09-24,FL,0
2020-09-25,FL,0
2020-09-26,FL,0
2020-09-27,FL,0
2020-09-28,FL,0
2020-09-29,FL,0
2020-09-30,FL,0
2020-10-01,FL,0
2020-10-02,FL,0
2020-10-07,FL,1
2020-10-11,FL,0
2020-10-12,FL,0
2020-10-13,FL,1
2020-10-14,FL,1
2020-10-15,FL,1
2020-10-16,FL,0
2020-10-17,FL,0
2020-10-18,FL,0
2020-10-19,FL,1
2020-10-20,FL,0
2020-10-21,FL,1
2020-10-22,FL,3
2020-10-23,FL,2
2020-10-24,FL,0
2020-10-25,FL,0
2020-10-26,FL,0
2020-10-27,FL,2
2020-10-29,FL,0
2020-10-30,FL,3
2020-10-31,FL,1
2020-11-01,FL,3
2020-11-02,FL,0
2020-11-03,FL,1
2020-11-04,FL,3
2020-11-05,FL,1
2020-11-06,FL,1
2020-11-07,FL,2
2020-11-08,FL,0
2020-11-09,FL,1
2020-11-10,FL,1
2020-11-11,FL,1
2020-11-12,FL,0
2020-11-17,FL,1
2020-11-18,FL,3
2020-11-19,FL,0
2020-11-20,FL,0
2020-11-21,FL,4
2020-11-22,FL,1
2020-11-23,FL,1
2020-11-24,FL,1
2020-11-25,FL,1
2020-11-26,FL,1
2020-11-27,FL,0
2020-11-28,FL,0
2020-11-29,FL,3
2020-11-30,FL,4
2020-12-03,FL,5
2020-12-04,FL,1
2020-12-05,FL,2
2020-12-06,FL,0
2020-12-07,FL,2
2020-12-08,FL,1
2020-12-09,FL,2
2020-12-10,FL,2
2020-12-11,FL,1
2020-12-12,FL,1
2020-12-13,FL,0
2020-12-14,FL,1
2020-12-15,FL,3
2020-12-16,FL,1
2020-12-17,FL,1
2020-12-18,FL,1
2020-12-19,FL,2
2020-12-20,FL,1
2020-12-21,FL,2
2020-12-22,FL,2
2020-12-24,FL,0
2020-12-26,FL,1
2020-12-27,FL,2
2020-12-28,FL,0
2020-12-29,FL,1
2020-12-30,FL,1
2020-12-31,FL,1
2021-01-01,FL,2
2021-01-02,FL,1
2021-01-03,FL,0
2021-01-04,FL,1
2021-01-05,FL,0
2021-01-06,FL,2
2021-01-07,FL,0
2021-01-08,FL,1
2021-01-09,FL,2
2021-01-10,FL,3
2021-01-11,FL,4
2021-01-12,FL,0
2021-01-13,FL,1
2021-01-14,FL,0
2021-01-15,FL,0
2021-01-16,FL,0
2021-01-17,FL,0
2021-01-18,FL,0
2021-01-19,FL,1
2021-01-20,FL,2
2021-01-21,FL,0
2021-01-22,FL,1
2021-01-23,FL,0
2021-01-24,FL,0
2021-01-25,FL,0
2021-01-26,FL,0
2021-01-27,FL,0
2021-01-28,FL,0
2021-01-29,FL,0
2021-01-30,FL,1
2021-01-31,FL,0
2021-02-01,FL,1
2021-02-02,FL,1
2021-02-03,FL,0
2021-02-04,FL,0
2021-02-10,FL,0
2021-02-11,FL,0
2021-02-12,FL,1
2021-02-13,FL,0
2021-02-14,FL,0
2021-02-15,FL,0
2021-02-16,FL,0
2021-02-17,FL,0
2021-02-18,FL,0
2021-02-19,FL,0
2021-02-20,FL,0
2021-02-21,FL,0
2021-02-22,FL,0
2021-02-23,FL,1
2021-02-24,FL,0
2021-02-25,FL,0
2021-02-26,FL,0
2021-02-27,FL,0
2021-02-28,FL,0
2021-03-01,FL,0
2021-03-02,FL,0
2021-03-03,FL,0
2021-03-04,FL,0
2021-03-05,FL,0
2021-03-06,FL,0
2021-03-08,FL,0
2021-03-09,FL,0
2021-03-10,FL,0
2021-03-11,FL,0
2021-03-12,FL,0
2021-03-13,FL,0
2021-03-14,FL,0
2021-03-15,FL,0
2021-03-16,FL,0
2021-03-17,FL,0
2021-03-18,FL,1
2021-03-19,FL,0
2021-03-20,FL,0
2021-03-21,FL,0
2021-03-22,FL,0
2021-03-24,FL,1
2021-03-25,FL,0
2021-03-26,FL,0
2021-03-27,FL,0
2021-03-28,FL,0
2021-03-29,FL,1
2021-03-30,FL,0
2021-03-31,FL,0
2021-04-01,FL,1
2021-04-02,FL,1
2021-04-03,FL,1
2021-04-04,FL,2
2021-04-05,FL,0
2021-04-06,FL,0
2021-04-07,FL,0
2021-04-08,FL,0
2021-04-09,FL,0
2021-04-10,FL,2
2021-04-11,FL,0
2021-04-12,FL,0
2021-04-13,FL,1
2021-04-14,FL,1
2021-04-15,FL,0
2021-04-16,FL,0
2021-04-18,FL,0
2021-04-19,FL,1
2021-04-20,FL,1
2021-04-21,FL,2
2021-04-22,FL,0
2021-04-23,FL,0
2021-04-24,FL,0
2021-04-25,FL,0
2021-04-26,FL,0
2021-04-27,FL,0
2021-04-28,FL,1
2021-04-29,FL,0
2021-04-30,FL,2
2021-05-01,FL,0
2021-05-02,FL,0
2021-05-03,FL,0
2021-05-04,FL,0
2021-05-05,FL,0
2021-05-06,FL,0
2021-05-07,FL,0
2021-05-08,FL,0
2021-05-09,FL,0
2021-05-10,FL,0
2021-05-11,FL,0
2021-05-12,FL,0
2021-05-13,FL,0
2021-05-14,FL,0
2021-05-15,FL,0
2021-05-16,FL,0
2021-05-17,FL,0
2021-05-18,FL,0
2020-10-27,AI,0
2020-11-06,AI,0
2021-05-19,FL,1
2021-05-20,FL,0
2021-05-21,FL,0
2021-05-22,FL,0
2021-05-23,FL,0
2021-05-24,FL,0
2021-05-25,FL,0
2021-05-26,FL,0
2021-05-27,FL,0
2021-05-28,FL,0
2021-05-29,FL,0
2021-06-27,VS,0
2021-06-28,VS,0
2021-05-30,FL,0
2021-05-31,FL,0
2021-06-01,FL,0
2021-06-02,FL,0
2021-06-03,FL,0
2021-06-04,FL,0
2021-06-05,FL,0
2021-06-06,FL,0
2021-06-07,FL,0
2021-06-08,FL,0
2021-06-09,FL,0
2021-06-10,FL,0
2021-06-11,FL,0
2021-06-12,FL,0
2021-06-13,FL,0
2021-06-14,FL,0
2021-06-15,FL,0
2021-06-16,FL,0
2021-06-17,FL,0
2021-06-18,FL,0
2021-06-19,FL,0
2021-06-20,FL,0
2021-06-21,FL,0
2021-06-22,FL,0
2021-06-23,FL,0
2021-06-24,FL,0
2021-06-25,FL,0
2021-06-26,FL,0
2021-06-27,FL,0
2021-06-28,FL,0
2021-06-29,FL,0
2021-06-30,FL,0
2021-07-01,FL,0
2021-07-02,FL,0
2021-07-03,FL,0
2021-07-04,FL,0
2021-07-05,FL,0
2021-07-06,FL,0
2021-07-09,FL,0
2021-07-10,FL,0
2021-07-11,FL,0
2021-07-12,FL,0
2021-07-13,FL,0
2021-07-14,FL,0
2021-07-15,FL,0
2021-05-19,CH,48
2021-04-11,LU,1
2021-04-12,LU,2
2021-05-20,CH,39
2021-01-05,AI,0
2021-01-06,AI,0
2021-07-16,FL,0
2021-07-17,FL,0
2020-06-10,SH,0
2020-06-11,SH,0
2020-08-02,TG,0
2021-06-29,VS,1
2021-06-30,VS,0
2021-07-01,VS,0
2021-07-02,VS,0
2021-07-18,FL,0
2021-07-19,FL,0
2021-07-20,FL,0
2021-07-21,FL,0
2021-07-22,FL,0
2021-07-23,FL,0
2021-07-24,FL,0
2021-07-25,FL,0
2021-07-26,FL,0
2021-07-27,FL,0
2021-07-28,FL,0
2021-07-29,FL,0
2021-07-30,FL,0
2021-07-31,FL,0
2021-08-01,FL,0
2021-08-02,FL,0
2021-08-03,FL,0
2021-08-04,FL,0
2021-08-05,FL,0
2021-08-06,FL,0
2021-08-07,FL,0
2021-08-08,FL,0
2021-08-09,FL,0
2021-08-10,FL,0
2021-08-11,FL,0
2021-08-12,FL,0
2021-08-13,FL,0
2021-08-14,FL,0
2021-08-15,FL,0
2021-08-18,FL,0
2021-08-19,FL,1
2021-08-20,FL,1
2021-08-21,FL,0
2021-08-22,FL,0
2021-08-24,FL,0
2021-08-25,FL,0
2021-08-26,FL,0
2021-08-27,FL,0
2021-08-28,FL,0
2021-08-29,FL,0
2021-08-30,FL,0
2021-08-31,FL,0
2021-09-01,FL,0
2021-09-02,FL,0
2021-09-06,FL,0
2021-09-07,FL,0
2021-09-08,FL,0
2021-09-09,FL,0
2021-09-13,FL,0
2021-09-14,FL,0
2021-09-15,FL,0
2021-09-16,FL,0
2021-09-17,FL,2
2021-09-18,FL,0
2021-09-19,FL,0
2021-09-20,FL,0
2021-09-22,FL,0
2021-09-23,FL,0
2021-09-24,FL,0
2021-09-25,FL,1
2021-09-26,FL,0
2021-09-27,FL,0
2021-09-28,FL,0
2021-10-01,FL,0
2021-10-02,FL,0
2021-10-03,FL,0
2021-10-04,FL,0
2021-10-05,FL,0
2021-10-06,FL,0
2021-10-07,FL,0
2021-10-08,FL,0
2021-10-09,FL,0
2021-10-10,FL,0
2021-10-11,FL,0
2021-10-12,FL,1
2021-10-13,FL,0
2021-10-14,FL,0
2021-10-15,FL,0
2021-10-16,FL,0
2021-10-17,FL,0
2021-10-18,FL,0
2021-10-19,FL,1
2021-10-20,FL,0
2021-10-21,FL,0
2021-10-22,FL,0
2021-10-23,FL,0
2021-10-24,FL,1
2021-10-25,FL,0
2021-10-26,FL,0
2021-10-27,FL,0
2021-10-28,FL,0
2021-10-29,FL,0
2021-10-30,FL,0
2021-10-31,FL,0
2021-11-01,FL,0
2021-11-02,FL,0
2021-11-03,FL,1
2021-11-04,FL,1
2021-11-05,FL,0
2021-11-06,FL,1
2021-11-07,FL,0
2021-11-08,FL,1
2021-11-09,FL,1
2021-11-10,FL,0
2021-11-11,FL,0
2021-11-12,FL,0
2021-11-13,FL,0
2021-11-14,FL,0
2021-11-15,FL,1
2021-11-16,FL,0
2021-11-17,FL,1
2021-11-18,FL,0
2021-11-19,FL,0
2021-11-20,FL,1
2021-11-21,FL,1
2021-11-22,FL,2
2021-11-23,FL,1
2021-11-24,FL,1
2021-11-25,FL,3
2021-11-26,FL,1
2021-11-27,FL,2
2021-11-28,FL,0
2021-11-29,FL,1
2021-11-30,FL,2
2021-12-01,FL,1
2021-12-02,FL,1
2021-12-10,FL,1
2021-12-13,FL,3
2021-12-14,FL,1
2021-12-15,FL,1
2021-12-16,FL,1
2021-12-17,FL,4
2021-12-18,FL,1
2021-12-19,FL,2
2021-12-20,FL,0
2021-12-24,FL,0
2021-12-25,FL,3
2021-12-26,FL,2
2021-12-29,FL,0
2022-01-01,FL,1
2022-01-02,FL,0
2022-01-03,FL,0
2022-01-04,FL,0
2022-01-06,FL,1
2022-01-07,FL,0
2022-01-08,FL,0
2022-01-09,FL,1
2022-01-10,FL,0
2022-01-11,FL,2
2022-01-12,FL,1
2022-01-13,FL,0
2022-01-14,FL,0
2022-01-15,FL,0
2022-01-16,FL,0
2022-01-17,FL,0
2022-01-18,FL,0
2022-01-21,FL,0
2022-01-22,FL,0
2021-05-21,CH,30
2021-05-22,CH,25
2020-12-06,SH,1
2021-07-03,VS,0
2021-07-04,VS,0
2021-05-23,CH,30
2020-08-05,TG,0
2020-08-06,TG,0
2021-07-05,VS,0
2020-12-07,SH,2
2020-12-08,SH,2
2021-04-13,LU,1
2021-04-14,LU,2
2021-04-15,LU,2
2021-07-06,VS,0
2022-01-23,FL,0
2022-01-25,FL,0
2022-01-26,FL,0
2022-01-27,FL,0
2022-01-28,FL,0
2022-01-30,FL,1
2022-01-31,FL,0
2022-02-01,FL,0
2022-02-02,FL,0
2022-02-03,FL,1
2022-02-05,FL,0
2022-02-06,FL,0
2022-02-07,FL,0
2022-02-08,FL,0
2021-05-25,CH,28
2022-04-14,VD,2
2021-07-07,VS,0
2021-07-08,VS,0
2021-07-09,VS,0
2021-07-10,VS,0
2021-07-11,VS,0
2021-05-26,CH,26
2021-05-27,CH,25
2021-07-12,VS,0
2021-07-13,VS,0
2021-05-28,CH,25
2021-07-15,AI,0
2021-07-16,AI,0
2022-02-09,FL,1
2022-02-13,FL,0
2022-02-14,FL,1
2022-02-15,FL,1
2022-02-16,FL,1
2022-02-17,FL,1
2022-02-18,FL,2
2022-02-19,FL,2
2022-02-20,FL,3
2022-02-23,FL,0
2022-02-24,FL,0
2022-02-25,FL,0
2022-02-26,FL,0
2022-02-27,FL,0
2022-02-28,FL,3
2022-03-01,FL,1
2022-03-02,FL,2
2022-03-03,FL,0
2022-03-04,FL,0
2022-03-05,FL,0
2022-03-06,FL,2
2022-03-07,FL,0
2022-03-08,FL,1
2022-03-09,FL,2
2022-03-10,FL,0
2022-03-13,FL,5
2022-03-14,FL,0
2022-03-15,FL,0
2021-07-14,VS,0
2021-07-15,VS,0
2021-05-29,CH,22
2021-05-30,CH,13
2021-05-31,CH,21
2021-08-18,AI,0
2021-08-19,AI,0
2022-03-16,FL,1
2022-03-18,FL,2
2022-03-20,FL,3
2021-07-16,VS,0
2021-07-17,VS,0
2022-03-24,FL,0
2022-03-25,FL,0
2021-06-01,CH,19
2021-06-02,CH,13
2021-04-16,LU,0
2021-02-17,SH,2
2021-02-18,SH,0
2021-06-03,CH,17
2021-08-27,AI,0
2021-08-28,AI,0
2021-08-29,AI,0
2021-07-18,VS,0
2021-07-19,VS,0
2020-08-16,TG,0
2020-08-17,TG,0
2021-07-20,VS,0
2021-07-21,VS,0
2022-03-26,FL,1
2022-03-27,FL,3
2022-03-30,FL,0
2022-04-01,FL,0
2022-04-02,FL,0
2022-04-05,FL,0
2022-04-06,FL,0
2022-04-08,FL,0
2022-04-09,FL,0
2022-04-10,FL,0
2022-04-11,FL,0
2022-04-12,FL,0
2022-04-13,FL,0
2022-04-14,FL,0
2022-04-15,FL,0
2022-04-17,FL,1
2022-04-25,FL,0
2022-04-26,FL,0
2022-04-27,FL,1
2022-04-28,FL,0
2022-04-29,FL,0
2022-04-30,FL,0
2022-05-01,FL,0
2022-05-04,FL,0
2022-05-05,FL,0
2022-05-12,FL,1
2022-05-13,FL,0
2022-05-14,FL,0
2021-06-04,CH,25
2021-06-05,CH,13
2021-09-28,AI,0
2020-08-18,TG,0
2021-04-18,LU,3
2020-08-19,TG,0
2021-04-19,LU,2
2021-03-28,SH,0
2020-08-20,TG,0
2021-07-22,VS,0
2021-07-23,VS,0
2021-07-24,VS,0
2021-07-25,VS,0
2021-07-26,VS,0
2021-07-27,VS,0
2021-07-28,VS,1
2021-07-29,VS,0
2021-07-30,VS,0
2021-06-06,CH,13
2021-06-07,CH,18
2021-06-08,CH,11
2021-09-30,AI,0
2021-10-01,AI,0
2021-10-02,AI,0
2022-05-15,FL,0
2022-05-22,FL,0
2022-05-28,FL,0
2021-06-09,CH,14
2021-06-10,CH,12
2021-06-11,CH,9
2022-05-29,FL,0
2022-06-01,FL,0
2022-06-02,FL,0
2022-06-03,FL,1
2022-06-04,FL,0
2022-06-05,FL,0
2022-06-06,FL,0
2022-06-10,FL,0
2022-06-11,FL,1
2022-06-12,FL,0
2022-06-13,FL,0
2022-06-16,FL,0
2022-06-17,FL,0
2022-06-18,FL,0
2022-06-19,FL,0
2022-06-20,FL,0
2022-06-21,FL,0
2022-06-24,FL,0
2022-06-25,FL,0
2022-06-26,FL,0
2022-06-27,FL,1
2022-06-28,FL,0
2022-06-29,FL,2
2021-06-12,CH,8
2021-06-13,CH,6
2021-04-28,LU,2
2021-05-09,SH,0
2021-11-02,AI,0
2021-11-03,AI,0
2021-05-10,SH,0
2020-08-28,TG,1
2020-08-29,TG,0
2021-07-31,VS,0
2021-08-01,VS,0
2021-08-02,VS,0
2021-08-03,VS,0
2021-08-04,VS,0
2021-06-14,CH,14
2021-06-15,CH,12
2021-04-30,LU,3
2021-05-17,SH,2
2021-05-18,SH,0
2020-08-30,TG,1
2021-11-07,AI,0
2021-08-05,VS,0
2021-08-06,VS,0
2021-06-16,CH,5
2021-08-07,VS,0
2021-06-17,CH,5
2020-02-25,FR,0
2020-02-26,FR,1
2020-02-29,FR,1
2020-03-01,FR,1
2020-03-03,FR,0
2020-03-04,FR,0
2020-03-05,FR,2
2020-03-06,FR,1
2020-03-07,FR,0
2020-03-11,FR,0
2020-03-12,FR,3
2020-03-13,FR,2
2020-03-14,FR,1
2020-03-15,FR,2
2020-03-16,FR,7
2020-03-22,FR,3
2020-03-23,FR,9
2020-03-24,FR,14
2020-03-25,FR,8
2020-03-27,FR,13
2020-03-28,FR,5
2020-03-29,FR,7
2020-03-30,FR,14
2020-03-31,FR,5
2020-04-01,FR,9
2020-04-04,FR,5
2020-04-05,FR,1
2020-04-07,FR,3
2020-04-08,FR,4
2020-04-09,FR,4
2020-04-10,FR,3
2020-04-11,FR,0
2020-04-12,FR,3
2020-04-13,FR,2
2020-04-15,FR,5
2020-04-16,FR,5
2020-04-17,FR,2
2020-04-18,FR,2
2020-04-19,FR,2
2020-04-20,FR,3
2020-04-21,FR,1
2020-04-22,FR,3
2020-04-25,FR,0
2020-04-26,FR,0
2021-06-18,CH,6
2021-05-05,LU,4
2022-01-18,AI,0
2020-04-27,FR,1
2020-04-28,FR,2
2020-04-29,FR,1
2020-04-30,FR,0
2020-05-01,FR,0
2020-05-05,FR,0
2021-08-10,SH,0
2021-08-30,SH,0
2020-09-03,TG,0
2021-08-08,VS,1
2021-08-09,VS,1
2020-05-06,FR,0
2020-05-07,FR,0
2020-05-08,FR,0
2020-05-09,FR,0
2020-05-10,FR,0
2020-05-11,FR,2
2020-05-12,FR,0
2020-05-15,FR,1
2020-05-16,FR,0
2020-05-17,FR,0
2020-05-18,FR,0
2020-05-19,FR,1
2020-05-20,FR,1
2020-05-21,FR,0
2020-05-22,FR,0
2020-05-23,FR,0
2020-05-24,FR,0
2020-05-25,FR,0
2020-06-05,FR,0
2020-06-06,FR,0
2020-06-07,FR,0
2020-06-08,FR,0
2020-06-09,FR,0
2020-06-10,FR,0
2020-06-11,FR,0
2020-06-12,FR,0
2020-06-14,FR,0
2020-06-15,FR,0
2020-06-16,FR,0
2020-06-17,FR,1
2020-06-18,FR,0
2020-06-19,FR,0
2020-06-21,FR,0
2020-06-22,FR,0
2020-07-01,FR,1
2020-07-02,FR,0
2020-07-03,FR,0
2020-07-04,FR,0
2020-07-05,FR,0
2020-07-06,FR,0
2020-07-30,FR,0
2020-07-31,FR,0
2020-08-01,FR,0
2020-08-06,FR,0
2020-08-07,FR,0
2020-08-08,FR,0
2020-08-09,FR,1
2020-08-10,FR,0
2020-08-11,FR,0
2020-08-12,FR,0
2020-08-13,FR,0
2020-08-15,FR,0
2020-08-16,FR,0
2020-08-17,FR,1
2020-08-18,FR,0
2020-08-19,FR,1
2020-08-20,FR,0
2020-08-21,FR,0
2020-08-27,FR,0
2020-08-28,FR,1
2020-08-29,FR,0
2020-08-30,FR,1
2020-08-31,FR,1
2020-09-01,FR,4
2020-09-02,FR,0
2020-09-03,FR,0
2020-09-04,FR,1
2020-09-05,FR,1
2020-09-06,FR,1
2020-09-07,FR,1
2020-09-08,FR,1
2020-09-09,FR,5
2020-09-10,FR,6
2020-09-12,FR,0
2020-09-13,FR,0
2020-09-14,FR,1
2020-09-15,FR,0
2020-09-16,FR,2
2020-09-17,FR,1
2020-09-18,FR,0
2020-09-19,FR,0
2020-09-20,FR,0
2020-09-21,FR,0
2020-09-22,FR,2
2020-09-23,FR,1
2020-09-24,FR,0
2020-09-25,FR,1
2020-09-26,FR,0
2020-09-27,FR,1
2020-09-28,FR,0
2020-09-29,FR,2
2020-09-30,FR,2
2020-10-01,FR,1
2020-10-02,FR,2
2020-10-03,FR,1
2020-10-04,FR,2
2020-10-05,FR,1
2020-10-06,FR,4
2020-10-07,FR,5
2020-10-08,FR,3
2020-10-09,FR,3
2020-10-10,FR,1
2020-10-11,FR,2
2020-10-12,FR,7
2020-10-13,FR,6
2020-10-14,FR,4
2020-10-15,FR,8
2020-10-16,FR,7
2020-10-17,FR,5
2020-10-18,FR,5
2020-10-19,FR,11
2020-10-20,FR,7
2020-10-21,FR,14
2020-10-22,FR,14
2020-10-23,FR,16
2020-10-24,FR,10
2020-10-25,FR,15
2020-10-26,FR,23
2020-10-27,FR,17
2020-10-28,FR,22
2020-10-29,FR,16
2020-10-31,FR,7
2020-11-01,FR,18
2020-11-02,FR,26
2020-11-03,FR,12
2020-11-04,FR,21
2020-11-05,FR,7
2020-11-06,FR,13
2020-11-07,FR,13
2020-11-08,FR,7
2020-11-09,FR,21
2020-11-10,FR,14
2020-11-11,FR,6
2020-11-12,FR,12
2020-11-13,FR,14
2020-11-14,FR,10
2020-11-17,FR,11
2020-11-18,FR,8
2020-11-19,FR,6
2020-11-20,FR,8
2020-11-21,FR,4
2020-11-22,FR,6
2020-11-23,FR,13
2020-11-24,FR,4
2020-11-25,FR,3
2020-12-02,FR,5
2020-12-03,FR,2
2020-12-04,FR,4
2020-12-05,FR,3
2020-12-06,FR,2
2020-12-07,FR,6
2020-12-08,FR,1
2020-12-09,FR,6
2020-12-10,FR,4
2020-12-11,FR,6
2020-12-12,FR,1
2020-12-13,FR,1
2020-12-15,FR,1
2020-12-16,FR,4
2020-12-17,FR,3
2020-12-18,FR,3
2020-12-19,FR,3
2020-12-20,FR,3
2020-12-21,FR,4
2020-12-22,FR,4
2020-12-23,FR,2
2020-12-24,FR,1
2021-06-19,CH,6
2021-05-06,LU,0
2020-12-25,FR,1
2020-12-26,FR,3
2020-12-27,FR,3
2020-12-28,FR,3
2020-12-29,FR,4
2020-12-30,FR,1
2020-12-31,FR,2
2021-01-01,FR,2
2022-03-05,SH,2
2020-09-04,TG,0
2021-08-10,VS,0
2021-08-11,VS,0
2021-01-04,FR,3
2021-01-08,FR,2
2021-01-09,FR,6
2021-01-10,FR,2
2021-01-11,FR,6
2021-01-12,FR,2
2021-01-13,FR,4
2021-01-14,FR,2
2021-01-15,FR,4
2021-01-16,FR,7
2021-01-17,FR,2
2021-01-18,FR,5
2021-01-19,FR,2
2021-01-20,FR,1
2021-01-21,FR,2
2021-01-22,FR,2
2021-01-23,FR,0
2021-01-24,FR,0
2021-01-25,FR,3
2021-01-26,FR,7
2021-01-27,FR,3
2021-01-28,FR,2
2021-01-29,FR,2
2021-01-30,FR,3
2021-01-31,FR,0
2021-02-01,FR,3
2021-02-02,FR,1
2021-02-03,FR,2
2021-02-04,FR,5
2021-02-05,FR,2
2021-08-12,VS,0
2021-06-20,CH,3
2020-02-24,AR,0
2021-02-06,FR,3
2021-02-07,FR,1
2021-02-08,FR,6
2021-02-09,FR,5
2021-02-11,FR,1
2021-02-12,FR,0
2021-02-13,FR,0
2021-02-14,FR,2
2021-02-15,FR,1
2021-02-16,FR,2
2021-08-13,VS,4
2021-02-17,FR,1
2021-02-18,FR,4
2021-02-19,FR,0
2021-02-20,FR,0
2021-02-21,FR,2
2021-02-22,FR,0
